Year,Province,District,Total_Deaths_Cum,Injured_Total_Cum,Total_Houses_Damaged,Cropped_Area_Acres,Roads_Damaged_km,Flooded_Area_sqkm,Persons_Affected,Est_Damages_USD_Mn,Rainfall_Actual_mm,Rainfall_Anomaly_pct
2023,AJK,Mirpur,1,3,175,2725,4,15,9732,3.6,247,133.0
2023,AJK,Rawlakot,3,10,550,8563,14,46,30581,11.3,209,65.9
2023,AJK,Kotli,3,10,451,7018,11,38,25065,9.3,311,175.2
2023,AJK,Bagh,4,13,646,10052,16,54,35901,13.3,181,42.5
2023,AJK,Haveli,2,7,259,4023,6,22,14368,5.3,160,25.0
2023,AJK,Neelum,2,7,384,5975,10,32,21338,7.9,260,160.0
2023,AJK,Hattian,4,13,631,9817,16,53,35059,13.0,179,49.2
2023,Gilgit-Baltistan,All (Province Level),13,43,2031,31586,51,169,112806,41.8,186,57.6
2023,Gilgit-Baltistan,Gilgit,1,3,158,2458,4,13,8779,3.2,125,16.8
2023,Gilgit-Baltistan,Skardu,2,7,248,3854,6,21,13763,5.1,210,94.4
2023,Gilgit-Baltistan,Ghanche,2,7,297,4617,7,25,16491,6.1,241,79.9
2023,Gilgit-Baltistan,Ghizer,3,10,448,6967,11,37,24883,9.2,166,28.7
2023,Gilgit-Baltistan,Hunza,2,7,271,4212,7,23,15042,5.6,136,10.6
2023,Gilgit-Baltistan,Nagar,1,3,219,3409,5,18,12176,4.5,246,82.2
2023,Gilgit-Baltistan,Astore,2,7,275,4281,7,23,15289,5.7,115,-3.4
2023,Gilgit-Baltistan,Diamer,3,10,416,6477,10,35,23131,8.6,232,93.3
2023,FATA,All (Province Level),10,33,1602,24927,40,134,89024,33.0,284,111.9
2023,FATA,Khyber,1,3,207,3215,5,17,11483,4.2,379,221.2
2023,FATA,Kurram,1,3,207,3226,5,17,11523,4.3,253,97.7
2023,FATA,Orakzai,2,7,246,3820,6,20,13642,5.0,336,162.5
2023,FATA,Mohmand,1,3,154,2392,4,13,8543,3.2,242,110.4
2023,FATA,Bajaur,2,7,244,3798,6,20,13565,5.0,251,116.4
2023,FATA,North Waziristan,2,7,282,4388,7,24,15671,5.8,290,116.4
2023,FATA,South Waziristan,1,3,116,1812,3,10,6470,2.4,334,124.2
2024,Pakistan (National),All,268,884,37800,588000,945,3150,2100000,836.4,218,51.4
2024,Punjab,All (Province Level),89,294,12567,195490,314,1047,698178,278.1,155,28.1
2024,Punjab,Lahore,3,10,493,7664,12,41,27370,10.9,136,1.5
2024,Punjab,Multan,2,7,294,4578,7,25,16350,6.5,207,51.1
2024,Punjab,Faisalabad,2,7,248,3858,6,21,13780,5.5,106,-7.0
2024,Punjab,Rawalpindi,3,10,458,7119,11,38,25424,10.1,228,100.0
2024,Punjab,Gujranwala,4,13,591,9191,15,49,32824,13.1,107,1.9
2024,Punjab,Sargodha,4,13,525,8169,13,44,29176,11.6,217,65.6
2024,Punjab,Sialkot,4,13,587,9131,15,49,32609,13.0,222,113.5
2024,Punjab,Jhang,5,16,644,10023,16,54,35795,14.3,110,3.8
2024,Punjab,Muzaffargarh,6,20,780,12137,20,65,43347,17.3,155,27.0
2024,Punjab,Rahim Yar Khan,1,3,179,2789,4,15,9961,4.0,107,0.0
2024,Punjab,Bahawalnagar,7,23,923,14361,23,77,51289,20.4,224,98.2
2024,Punjab,Bahawalpur,6,20,845,13145,21,70,46948,18.7,153,17.7
2024,Punjab,D.G. Khan,4,13,603,9387,15,50,33526,13.4,107,-20.1
2024,Punjab,Rajanpur,4,13,625,9729,16,52,34748,13.8,225,108.3
2024,Punjab,Mianwali,4,13,586,9116,15,49,32556,13.0,195,77.3
2024,Punjab,Khushab,3,10,404,6291,10,34,22468,8.9,152,39.4
2024,Punjab,Chakwal,2,7,343,5337,9,29,19061,7.6,204,64.5
2024,Punjab,Jhelum,4,13,569,8853,14,47,31619,12.6,189,80.0
2024,Punjab,Kasur,3,10,451,7016,11,38,25057,10.0,123,17.1
2024,Punjab,Sheikhupura,2,7,254,3948,6,21,14099,5.6,191,76.9
2024,Punjab,Gujrat,4,13,536,8333,13,45,29762,11.9,113,2.7
2024,Punjab,Hafizabad,3,10,492,7646,12,41,27306,10.9,154,17.6
2024,Punjab,Narowal,4,13,518,8059,13,43,28781,11.5,114,9.6
2024,Punjab,Layyah,5,16,660,10265,16,55,36661,14.6,145,27.2
2024,Punjab,Bhakkar,2,7,261,4054,7,22,14480,5.8,136,-1.4
2024,Sindh,All (Province Level),66,218,9330,145131,233,777,518326,206.4,202,60.3
2024,Sindh,Karachi,2,7,223,3472,6,19,12399,4.9,198,73.7
2024,Sindh,Hyderabad,3,10,364,5669,9,30,20247,8.1,138,12.2
2024,Sindh,Sukkur,6,20,885,13768,22,74,49170,19.6,265,100.8
2024,Sindh,Larkana,6,20,897,13950,22,75,49821,19.8,296,116.1
2024,Sindh,Khairpur,5,16,665,10350,17,55,36963,14.7,271,95.0
2024,Sindh,Jacobabad,6,20,783,12174,20,65,43477,17.3,175,54.9
2024,Sindh,Shikarpur,4,13,546,8490,14,45,30323,12.1,176,64.5
2024,Sindh,Kashmore,4,13,529,8225,13,44,29376,11.7,290,168.5
2024,Sindh,Dadu,3,10,356,5532,9,30,19756,7.9,265,108.7
2024,Sindh,Jamshoro,5,16,652,10138,16,54,36207,14.4,222,62.0
2024,Sindh,Thatta,5,16,667,10375,17,56,37053,14.8,234,62.5
2024,Sindh,Badin,3,10,461,7178,12,38,25637,10.2,190,39.7
2024,Sindh,Sanghar,3,10,396,6154,10,33,21980,8.8,284,163.0
2024,Sindh,Mirpur Khas,4,13,610,9491,15,51,33897,13.5,240,100.0
2024,Sindh,Tharparkar,4,13,627,9759,16,52,34852,13.9,194,37.6
2024,Sindh,Umerkot,4,13,576,8964,14,48,32013,12.8,207,43.8
2024,Sindh,Matiari,3,10,364,5667,9,30,20241,8.1,261,81.2
2024,Sindh,Qambar,5,16,696,10830,17,58,38680,15.4,178,26.2
2024,KPK,All (Province Level),62,205,8679,135006,217,723,482163,192.0,166,0.6
2024,KPK,Peshawar,4,13,609,9474,15,51,33835,13.5,131,-9.0
2024,KPK,Nowshera,2,7,261,4056,7,22,14486,5.8,106,-41.8
2024,KPK,Charsadda,4,13,500,7772,12,42,27756,11.1,110,-37.5
2024,KPK,Mardan,3,10,396,6159,10,33,21998,8.8,211,14.1
2024,KPK,Swat,4,13,575,8942,14,48,31937,12.7,154,-17.2
2024,KPK,Malakand,2,7,244,3796,6,20,13557,5.4,158,6.0
2024,KPK,Dir Upper,4,13,527,8203,13,44,29298,11.7,240,30.4
2024,KPK,Dir Lower,3,10,398,6185,10,33,22091,8.8,223,36.8
2024,KPK,Chitral,4,13,555,8628,14,46,30816,12.3,122,-28.7
2024,KPK,Mansehra,3,10,423,6584,11,35,23516,9.4,127,-17.5
2024,KPK,Abbottabad,4,13,551,8578,14,46,30634,12.2,197,27.1
2024,KPK,Haripur,2,7,345,5361,9,29,19147,7.6,174,4.2
2024,KPK,Swabi,2,7,266,4135,7,22,14767,5.9,223,36.8
2024,KPK,Buner,4,13,580,9029,15,48,32246,12.8,127,-32.1
2024,KPK,Shangla,4,13,520,8090,13,43,28893,11.5,178,21.1
2024,KPK,Kohistan,3,10,442,6868,11,37,24529,9.8,216,36.7
2024,KPK,Battagram,2,7,324,5044,8,27,18013,7.2,248,37.0
2024,KPK,Tor Ghar,6,20,896,13932,22,75,49756,19.8,159,-15.9
2024,Balochistan,All (Province Level),30,99,4225,65728,106,352,234743,93.5,270,64.6
2024,Balochistan,Quetta,2,7,298,4640,7,25,16572,6.6,366,111.6
2024,Balochistan,Khuzdar,1,3,184,2869,5,15,10246,4.1,351,114.0
2024,Balochistan,Turbat,3,10,359,5583,9,30,19939,7.9,287,84.0
2024,Balochistan,Gwadar,3,10,425,6615,11,35,23626,9.4,208,19.5
2024,Balochistan,Lasbela,2,7,269,4180,7,22,14930,5.9,317,91.0
2024,Balochistan,Mastung,2,7,306,4761,8,26,17004,6.8,376,121.2
2024,Balochistan,Kalat,2,7,254,3951,6,21,14111,5.6,331,103.1
2024,Balochistan,Sibi,2,7,244,3802,6,20,13579,5.4,367,106.2
2024,Balochistan,Nasirabad,2,7,216,3360,5,18,11999,4.8,296,73.1
2024,Balochistan,Jaffarabad,1,3,189,2937,5,16,10491,4.2,203,44.0
2024,Balochistan,Bolan,3,10,368,5722,9,31,20435,8.1,167,-4.6
2024,Balochistan,Zhob,2,7,258,4017,6,22,14348,5.7,394,149.4
2024,Balochistan,Loralai,2,7,249,3878,6,21,13851,5.5,236,61.6
2024,Balochistan,Dera Bugti,2,7,279,4342,7,23,15507,6.2,293,74.4
2024,Balochistan,Kohlu,2,7,221,3438,6,18,12279,4.9,176,10.0
2024,Balochistan,Jhal Magsi,2,7,213,3314,5,18,11837,4.7,389,112.6
2024,AJK,All (Province Level),14,46,1993,31001,50,166,110717,44.1,207,59.2
2024,AJK,Muzaffarabad,2,7,320,4976,8,27,17771,7.1,298,101.4
2024,AJK,Mirpur,1,3,184,2870,5,15,10249,4.1,136,-6.2
2024,AJK,Rawlakot,2,7,322,5016,8,27,17914,7.1,204,77.4
2024,AJK,Kotli,1,3,195,3039,5,16,10852,4.3,170,44.1
2024,AJK,Bagh,2,7,320,4978,8,27,17778,7.1,238,71.2
2024,AJK,Haveli,1,3,122,1891,3,10,6753,2.7,297,139.5
2024,AJK,Neelum,1,3,171,2663,4,14,9510,3.8,286,121.7
2024,AJK,Hattian,1,3,135,2106,3,11,7520,3.0,214,48.6
2024,Gilgit-Baltistan,All (Province Level),11,36,1548,24085,39,129,86017,34.3,220,37.5
2024,Gilgit-Baltistan,Gilgit,2,7,269,4179,7,22,14925,5.9,204,22.9
2024,Gilgit-Baltistan,Skardu,1,3,124,1931,3,10,6897,2.7,212,24.0
2024,Gilgit-Baltistan,Ghanche,1,3,92,1432,2,8,5116,2.0,242,61.3
2024,Gilgit-Baltistan,Ghizer,1,3,145,2253,4,12,8046,3.2,231,57.1
2024,Gilgit-Baltistan,Hunza,1,3,119,1845,3,10,6588,2.6,235,54.6
2024,Gilgit-Baltistan,Nagar,1,3,135,2096,3,11,7485,3.0,233,37.9
2024,Gilgit-Baltistan,Astore,2,7,234,3639,6,19,12998,5.2,217,27.6
2024,Gilgit-Baltistan,Diamer,1,3,118,1835,3,10,6553,2.6,176,15.0
2024,FATA,All (Province Level),9,30,1232,19157,31,103,68417,27.2,208,20.9
2024,FATA,Khyber,2,7,249,3869,6,21,13818,5.5,162,-4.7
2024,FATA,Kurram,2,7,231,3589,6,19,12818,5.1,178,1.1
2024,FATA,Orakzai,1,3,106,1642,3,9,5865,2.3,202,32.0
2024,FATA,Mohmand,1,3,178,2766,4,15,9880,3.9,270,51.7
2024,FATA,Bajaur,1,3,112,1742,3,9,6220,2.5,162,-8.0
2024,FATA,North Waziristan,1,3,123,1912,3,10,6827,2.7,302,55.7
2024,FATA,South Waziristan,1,3,169,2633,4,14,9402,3.7,138,-20.7
2025,Pakistan (National),All,198,653,28800,448000,720,2400,1600000,581.8,204,43.7
2025,Punjab,All (Province Level),54,178,7876,122510,197,656,437534,159.1,245,53.1
2025,Punjab,Lahore,1,3,153,2384,4,13,8514,3.1,267,56.1
2025,Punjab,Multan,3,10,370,5763,9,31,20583,7.5,309,91.9
2025,Punjab,Faisalabad,2,7,328,5107,8,27,18241,6.6,206,13.8
2025,Punjab,Rawalpindi,1,3,198,3077,5,16,10991,4.0,271,78.3
2025,Punjab,Gujranwala,3,10,388,6037,10,32,21560,7.8,315,98.1
2025,Punjab,Sargodha,2,7,261,4058,7,22,14494,5.3,158,0.6
2025,Punjab,Sialkot,2,7,240,3728,6,20,13313,4.8,220,34.1
2025,Punjab,Jhang,2,7,326,5067,8,27,18098,6.6,258,49.1
2025,Punjab,Muzaffargarh,3,10,386,5997,10,32,21418,7.8,220,41.0
2025,Punjab,Rahim Yar Khan,1,3,178,2769,4,15,9891,3.6,156,-4.3
2025,Punjab,Bahawalnagar,2,7,334,5203,8,28,18581,6.8,223,21.2
2025,Punjab,Bahawalpur,3,10,473,7361,12,39,26289,9.6,294,66.1
2025,Punjab,D.G. Khan,2,7,327,5086,8,27,18165,6.6,291,100.7
2025,Punjab,Rajanpur,2,7,362,5624,9,30,20086,7.3,271,93.6
2025,Punjab,Mianwali,2,7,336,5233,8,28,18690,6.8,192,38.1
2025,Punjab,Khushab,4,13,521,8103,13,43,28938,10.5,260,52.9
2025,Punjab,Chakwal,2,7,315,4897,8,26,17490,6.4,317,124.8
2025,Punjab,Jhelum,2,7,286,4451,7,24,15896,5.8,289,59.7
2025,Punjab,Kasur,3,10,383,5960,10,32,21286,7.7,251,41.0
2025,Punjab,Sheikhupura,2,7,225,3502,6,19,12506,4.5,305,86.0
2025,Punjab,Gujrat,3,10,383,5963,10,32,21297,7.7,318,127.1
2025,Punjab,Hafizabad,2,7,222,3458,6,19,12349,4.5,199,26.8
2025,Punjab,Narowal,1,3,177,2755,4,15,9840,3.6,300,119.0
2025,Punjab,Layyah,3,10,377,5866,9,31,20950,7.6,282,105.8
2025,Punjab,Bhakkar,1,3,198,3080,5,17,11001,4.0,234,39.3
2025,Sindh,All (Province Level),46,152,6649,103430,166,554,369393,134.3,157,-1.3
2025,Sindh,Karachi,2,7,291,4521,7,24,16145,5.9,159,3.2
2025,Sindh,Hyderabad,3,10,431,6704,11,36,23944,8.7,98,-37.6
2025,Sindh,Sukkur,4,13,621,9653,16,52,34476,12.5,104,-32.9
2025,Sindh,Larkana,4,13,571,8880,14,48,31713,11.5,95,-34.5
2025,Sindh,Khairpur,2,7,218,3388,5,18,12100,4.4,175,27.7
2025,Sindh,Jacobabad,2,7,310,4818,8,26,17207,6.3,160,-9.1
2025,Sindh,Shikarpur,3,10,374,5817,9,31,20775,7.6,203,45.0
2025,Sindh,Kashmore,4,13,549,8539,14,46,30497,11.1,233,37.9
2025,Sindh,Dadu,4,13,517,8046,13,43,28734,10.4,227,61.0
2025,Sindh,Jamshoro,2,7,263,4095,7,22,14625,5.3,190,29.3
2025,Sindh,Thatta,2,7,354,5505,9,29,19660,7.2,158,-0.6
2025,Sindh,Badin,2,7,270,4196,7,22,14985,5.5,205,43.4
2025,Sindh,Sanghar,4,13,605,9413,15,50,33618,12.2,140,-6.0
2025,Sindh,Mirpur Khas,2,7,291,4524,7,24,16156,5.9,167,22.8
2025,Sindh,Tharparkar,2,7,272,4231,7,23,15110,5.5,233,67.6
2025,Sindh,Umerkot,3,10,387,6013,10,32,21474,7.8,223,53.8
2025,Sindh,Matiari,2,7,281,4375,7,23,15626,5.7,163,5.8
2025,Sindh,Qambar,2,7,271,4210,7,23,15035,5.5,170,-3.4
2025,KPK,All (Province Level),44,145,6383,99296,160,532,354627,129.0,157,23.6
2025,KPK,Peshawar,5,16,675,10503,17,56,37512,13.6,95,-13.6
2025,KPK,Nowshera,3,10,401,6239,10,33,22282,8.1,182,27.3
2025,KPK,Charsadda,2,7,325,5056,8,27,18058,6.6,156,43.1
2025,KPK,Mardan,3,10,409,6367,10,34,22741,8.3,121,-12.9
2025,KPK,Swat,1,3,191,2971,5,16,10612,3.9,122,-10.9
2025,KPK,Malakand,2,7,285,4432,7,24,15828,5.8,185,39.1
2025,KPK,Dir Upper,2,7,354,5510,9,30,19679,7.2,120,-8.4
2025,KPK,Dir Lower,2,7,361,5608,9,30,20030,7.3,201,64.8
2025,KPK,Chitral,3,10,388,6037,10,32,21561,7.8,226,61.4
2025,KPK,Mansehra,3,10,492,7658,12,41,27351,9.9,220,63.0
2025,KPK,Abbottabad,3,10,473,7365,12,39,26305,9.6,140,1.4
2025,KPK,Haripur,3,10,409,6367,10,34,22739,8.3,162,38.5
2025,KPK,Swabi,3,10,493,7663,12,41,27368,9.9,214,92.8
2025,KPK,Buner,1,3,146,2269,4,12,8104,2.9,213,95.4
2025,KPK,Shangla,4,13,522,8121,13,44,29004,10.5,101,-28.9
2025,KPK,Kohistan,2,7,305,4742,8,25,16937,6.2,163,48.2
2025,KPK,Battagram,3,10,437,6791,11,36,24254,8.8,99,-16.1
2025,KPK,Tor Ghar,2,7,274,4257,7,23,15205,5.5,95,-29.6
2025,Balochistan,All (Province Level),22,73,3174,49368,79,264,176315,64.1,232,103.5
2025,Balochistan,Quetta,1,3,203,3152,5,17,11257,4.1,264,104.7
2025,Balochistan,Khuzdar,1,3,85,1325,2,7,4732,1.7,156,23.8
2025,Balochistan,Turbat,1,3,94,1463,2,8,5226,1.9,178,50.8
2025,Balochistan,Gwadar,2,7,276,4299,7,23,15355,5.6,290,132.0
2025,Balochistan,Lasbela,1,3,123,1910,3,10,6823,2.5,336,182.4
2025,Balochistan,Mastung,2,7,219,3406,5,18,12165,4.4,312,191.6
2025,Balochistan,Kalat,1,3,203,3153,5,17,11261,4.1,250,108.3
2025,Balochistan,Sibi,1,3,174,2704,4,14,9656,3.5,192,57.4
2025,Balochistan,Nasirabad,2,7,256,3982,6,21,14220,5.2,324,202.8
2025,Balochistan,Jaffarabad,1,3,177,2750,4,15,9822,3.6,213,97.2
2025,Balochistan,Bolan,2,7,296,4601,7,25,16432,6.0,267,169.7
2025,Balochistan,Zhob,2,7,310,4825,8,26,17233,6.3,291,159.8
2025,Balochistan,Loralai,1,3,170,2644,4,14,9444,3.4,319,212.7
2025,Balochistan,Dera Bugti,1,3,164,2544,4,14,9086,3.3,204,82.1
2025,Balochistan,Kohlu,2,7,295,4596,7,25,16413,6.0,180,59.3
2025,Balochistan,Jhal Magsi,1,3,167,2593,4,14,9259,3.4,310,181.8
2025,AJK,All (Province Level),13,43,1934,30092,48,161,107470,39.1,233,49.4
2025,AJK,Muzaffarabad,1,3,200,3107,5,17,11097,4.0,246,80.9
2025,AJK,Mirpur,1,3,176,2733,4,15,9761,3.5,184,14.3
2025,AJK,Rawlakot,2,7,244,3800,6,20,13571,4.9,212,28.5
2025,AJK,Kotli,1,3,205,3188,5,17,11386,4.1,310,103.9
2025,AJK,Bagh,3,10,393,6115,10,33,21839,7.9,216,22.0
2025,AJK,Haveli,1,3,210,3265,5,17,11659,4.2,179,22.6
2025,AJK,Neelum,1,3,175,2730,4,15,9749,3.5,152,1.3
2025,AJK,Hattian,2,7,331,5146,8,28,18379,6.7,318,101.3
2025,Gilgit-Baltistan,All (Province Level),8,26,1161,18068,29,97,64527,23.5,216,81.5
2025,Gilgit-Baltistan,Gilgit,1,3,138,2141,3,11,7645,2.8,185,49.2
2025,Gilgit-Baltistan,Skardu,1,3,85,1317,2,7,4705,1.7,274,114.1
2025,Gilgit-Baltistan,Ghanche,1,3,90,1398,2,7,4994,1.8,225,100.9
2025,Gilgit-Baltistan,Ghizer,2,7,237,3687,6,20,13168,4.8,304,126.9
2025,Gilgit-Baltistan,Hunza,1,3,156,2428,4,13,8671,3.2,182,67.0
2025,Gilgit-Baltistan,Nagar,1,3,169,2636,4,14,9413,3.4,241,81.2
2025,Gilgit-Baltistan,Astore,1,3,153,2385,4,13,8517,3.1,284,121.9
2025,Gilgit-Baltistan,Diamer,1,3,117,1819,3,10,6497,2.4,186,70.6
2025,FATA,All (Province Level),6,20,905,14072,23,75,50258,18.3,230,49.4
2025,FATA,Khyber,1,3,98,1526,2,8,5450,2.0,293,109.3
2025,FATA,Kurram,1,3,144,2246,4,12,8022,2.9,181,8.4
2025,FATA,Orakzai,1,3,157,2440,4,13,8716,3.2,194,32.0
2025,FATA,Mohmand,1,3,202,3143,5,17,11225,4.1,228,51.0
2025,FATA,Bajaur,1,3,111,1732,3,9,6185,2.2,264,54.4
2025,FATA,North Waziristan,1,3,160,2495,4,13,8911,3.2,278,85.3
2025,FATA,South Waziristan,1,3,199,3089,5,17,11033,4.0,233,54.3
